sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid,so2_level,co_level,o3_level,o3_8hr_level,pm10_level,pm2.5_level,no2_level,nox_level,no_level,windspeed_level
恆春,屏東縣,36,,良好,0.4,0.16,36.0,39.0,9.0,5.0,1.0,2.0,1.0,2.9,28,2025-04-08 22:00,,0.1,3.5,9,0.0,120.788928,21.958069,61,低,低,低,中,低,低,低,低,低,弱
潮州,屏東縣,87,細懸浮微粒,普通,0.4,0.26,50.0,63.0,49.0,26.0,6.0,6.8,0.4,0.8,116,2025-04-08 22:00,,0.2,25.7,47,0.0,120.561175,22.523108,60,低,低,中,高,低,中,低,低,低,弱
屏東,屏東縣,78,細懸浮微粒,普通,1.2,0.45,53.0,60.0,58.0,28.0,11.0,12.2,1.1,1.8,162,2025-04-08 22:00,,0.3,22.4,55,1.0,120.488033,22.673081,59,低,低,中,高,低,中,低,低,低,弱
小港,高雄市,74,細懸浮微粒,普通,1.1,0.24,46.0,49.0,38.0,18.0,20.0,21.6,0.7,0.9,97,2025-04-08 22:00,,0.2,21.0,39,1.0,120.337736,22.565833,58,低,低,中,中,低,低,中,低,低,弱
前鎮,高雄市,63,細懸浮微粒,普通,2.5,0.31,52.0,54.0,36.0,18.0,17.0,18.0,0.7,1.5,191,2025-04-08 22:00,,0.3,16.8,38,1.0,120.30833356,22.6044507,57,低,低,中,中,低,低,低,低,低,弱
前金,高雄市,69,細懸浮微粒,普通,0.3,0.3,61.0,56.0,41.0,14.0,7.0,8.2,0.7,2.2,209,2025-04-08 22:00,,0.2,18.9,43,0.0,120.28676111,22.63390278,56,低,低,中,中,低,低,低,低,低,弱
左營,高雄市,77,臭氧八小時,普通,0.8,0.32,53.0,63.0,38.0,18.0,12.0,13.2,0.5,0.9,237,2025-04-08 22:00,,0.2,20.2,43,1.0,120.292917,22.674861,54,低,低,中,高,低,低,低,低,低,弱
楠梓,高雄市,80,懸浮微粒,普通,1.8,0.52,32.0,50.0,57.0,27.0,22.0,23.7,0.7,1.3,229,2025-04-08 22:00,,0.3,22.5,57,1.0,120.328289,22.733667,53,低,低,低,中,低,中,中,低,低,弱
林園,高雄市,68,細懸浮微粒,普通,0.5,0.23,49.0,60.0,22.0,10.0,2.0,3.1,1.0,2.4,186,2025-04-08 22:00,,0.2,18.8,39,1.0,120.41175,22.4795,52,低,低,中,高,低,低,低,低,低,弱
大寮,高雄市,75,細懸浮微粒,普通,0.8,0.25,56.0,58.0,36.0,16.0,2.0,3.1,0.5,0.9,193,2025-04-08 22:00,,0.2,21.2,47,1.0,120.425311,22.56413611,51,低,低,中,中,低,低,低,低,低,弱
鳳山,高雄市,89,懸浮微粒,普通,1.1,0.39,60.0,48.0,44.0,23.0,10.0,10.8,0.6,0.7,234,2025-04-08 22:00,,0.5,24.5,65,1.0,120.357422,22.628126,50,低,低,中,中,低,中,低,低,低,弱
仁武,高雄市,76,細懸浮微粒,普通,0.7,0.36,50.0,55.0,41.0,19.0,18.0,19.1,0.9,2.8,220,2025-04-08 22:00,,0.3,21.8,44,1.0,120.332631,22.689056,49,低,低,中,中,低,低,低,低,低,弱
橋頭,高雄市,82,細懸浮微粒,普通,0.9,0.5,30.0,51.0,51.0,25.0,20.0,21.7,0.9,1.1,231,2025-04-08 22:00,,0.3,24.0,46,1.0,120.305689,22.757506,48,低,低,低,中,低,中,中,低,低,弱
美濃,高雄市,90,臭氧八小時,普通,0.8,0.3,63.0,67.0,46.0,24.0,4.0,5.4,0.6,1.2,129,2025-04-08 22:00,,0.3,23.1,46,0.0,120.530542,22.883583,47,低,低,中,高,低,中,低,低,低,弱
臺南,臺南市,69,細懸浮微粒,普通,1.9,0.52,40.0,57.0,50.0,21.0,24.0,25.3,0.8,0.7,106,2025-04-08 22:00,,0.3,19.1,43,1.0,120.21947897,22.98928311,46,低,低,中,中,低,中,中,低,低,弱
安南,臺南市,81,細懸浮微粒,普通,1.9,0.47,37.0,59.0,58.0,31.0,22.0,23.9,1.5,0.4,303,2025-04-08 22:00,,0.3,23.3,48,1.0,120.2175,23.048197,45,低,低,中,中,低,中,中,低,低,弱
善化,臺南市,83,細懸浮微粒,普通,2.0,0.3,38.0,51.0,68.0,26.0,13.0,14.5,0.8,0.2,84,2025-04-08 22:00,,0.2,24.1,52,1.0,120.29740529,23.11337642,44,低,低,中,中,低,中,低,低,低,弱
新營,臺南市,84,細懸浮微粒,普通,1.1,0.32,41.0,56.0,50.0,23.0,11.0,12.5,0.8,0.9,205,2025-04-08 22:00,,0.2,24.6,58,0.0,120.31725,23.305633,43,低,低,中,中,低,中,低,低,低,弱
嘉義,嘉義市,82,細懸浮微粒,普通,4.7,0.43,23.0,51.0,55.0,31.0,16.0,17.0,0.7,0.5,239,2025-04-08 22:00,,0.3,24.0,50,2.0,120.44125148,23.46477865,42,低,低,低,中,低,中,低,低,低,弱
臺西,雲林縣,82,細懸浮微粒,普通,1.0,0.26,53.0,61.0,56.0,27.0,7.0,7.6,0.0,0.4,231,2025-04-08 22:00,,0.2,23.8,49,2.0,120.19933333,23.702175,41,低,低,中,高,低,中,低,低,低,弱
朴子,嘉義縣,78,細懸浮微粒,普通,1.0,0.23,42.0,60.0,51.0,25.0,8.0,8.9,0.0,0.3,224,2025-04-08 22:00,,0.2,22.4,50,1.0,120.2478,23.46538,40,低,低,中,高,低,中,低,低,低,弱
崙背,雲林縣,91,細懸浮微粒,普通,0.4,0.28,49.0,54.0,56.0,26.0,3.0,4.5,0.5,0.2,254,2025-04-08 22:00,,0.2,27.1,61,1.0,120.348742,23.757547,38,低,低,中,中,低,中,低,低,低,弱
斗六,雲林縣,89,細懸浮微粒,普通,2.9,0.47,30.0,59.0,70.0,34.0,16.0,16.3,0.2,0.6,212,2025-04-08 22:00,,0.3,26.3,58,1.0,120.544994,23.711853,37,低,低,低,中,低,中,低,低,低,弱
南投,南投縣,83,細懸浮微粒,普通,1.7,0.37,30.0,54.0,50.0,25.0,17.0,18.6,0.8,0.2,197,2025-04-08 22:00,,0.3,24.1,48,1.0,120.685306,23.913,36,低,低,低,中,低,中,低,低,低,弱
二林,彰化縣,95,細懸浮微粒,普通,1.4,0.26,46.0,59.0,70.0,27.0,4.0,4.7,0.4,0.5,318,2025-04-08 22:00,,0.2,28.7,65,2.0,120.409653,23.925175,35,低,低,中,中,低,中,低,低,低,弱
線西,彰化縣,91,細懸浮微粒,普通,1.4,0.29,32.0,56.0,71.0,33.0,21.0,21.7,0.2,0.3,21,2025-04-08 22:00,,0.2,27.1,55,1.0,120.469061,24.131672,34,低,低,低,中,低,中,中,低,低,弱
彰化,彰化縣,90,細懸浮微粒,普通,2.1,0.57,16.0,37.0,52.0,31.0,30.0,31.5,1.1,0.4,232,2025-04-08 22:00,,0.4,26.7,52,1.0,120.541519,24.066,33,低,低,低,中,低,中,中,低,低,弱
西屯,臺中市,79,細懸浮微粒,普通,1.7,0.63,2.0,44.0,57.0,31.0,56.0,61.3,4.4,0.9,358,2025-04-08 22:00,,0.3,22.9,47,1.0,120.616917,24.162197,32,低,低,低,中,低,中,高,中,低,弱
忠明,臺中市,80,細懸浮微粒,普通,1.0,0.71,17.0,45.0,59.0,29.0,33.0,34.6,1.6,0.4,286,2025-04-08 22:00,,0.4,23.1,46,1.0,120.641092,24.151958,31,低,低,低,中,低,中,中,中,低,弱
大里,臺中市,86,細懸浮微粒,普通,1.4,0.51,22.0,48.0,53.0,28.0,26.0,26.8,0.7,0.8,237,2025-04-08 22:00,,0.4,25.2,47,1.0,120.67844444,24.09961111,30,低,低,低,中,低,中,中,低,低,弱
沙鹿,臺中市,90,細懸浮微粒,普通,1.7,0.46,29.0,53.0,62.0,28.0,21.0,22.3,0.7,0.7,68,2025-04-08 22:00,,0.3,26.9,54,1.0,120.568794,24.225628,29,低,低,低,中,低,中,中,低,低,弱
豐原,臺中市,89,細懸浮微粒,普通,1.5,0.37,29.0,44.0,43.0,29.0,14.0,15.0,0.6,2.5,115,2025-04-08 22:00,,0.3,26.4,48,1.0,120.74252414,24.25699731,28,低,低,低,中,低,中,低,低,低,弱
三義,苗栗縣,84,細懸浮微粒,普通,0.8,0.33,31.0,49.0,43.0,30.0,8.0,9.0,0.6,0.3,217,2025-04-08 22:00,,0.3,24.6,44,1.0,120.75956754,24.38248443,27,低,低,低,中,低,中,低,低,低,弱
苗栗,苗栗縣,98,細懸浮微粒,普通,2.0,0.42,23.0,48.0,62.0,30.0,17.0,19.3,1.6,0.8,167,2025-04-08 22:00,,0.3,29.7,58,2.0,120.82011468,24.56499183,26,低,低,低,中,低,中,低,低,低,弱
頭份,苗栗縣,101,細懸浮微粒,對敏感族群不健康,2.7,0.57,11.0,44.0,55.0,29.0,30.0,31.7,1.6,1.3,122,2025-04-08 22:00,,0.4,30.5,58,2.0,120.89869286,24.69690679,25,低,低,低,中,低,中,中,低,低,弱
新竹,新竹市,117,細懸浮微粒,對敏感族群不健康,1.7,0.86,7.0,43.0,81.0,45.0,37.0,39.6,2.2,0.3,143,2025-04-08 22:00,,0.4,37.0,67,1.0,120.97236752,24.8056356,24,低,中,低,中,中,高,中,中,低,弱
竹東,新竹縣,72,細懸浮微粒,普通,1.8,0.37,19.0,36.0,35.0,20.0,11.0,11.9,0.7,0.8,189,2025-04-08 22:00,,0.3,20.3,33,1.0,121.08895493,24.74091408,23,低,低,低,中,低,中,低,低,低,弱
湖口,新竹縣,121,細懸浮微粒,對敏感族群不健康,1.6,0.63,5.0,45.0,79.0,44.0,34.0,35.0,1.0,0.2,220,2025-04-08 22:00,,0.3,38.5,71,0.0,121.03886894,24.90009696,22,低,低,低,中,中,高,中,中,低,弱
龍潭,桃園市,117,細懸浮微粒,對敏感族群不健康,2.0,0.7,4.0,34.0,97.0,47.0,42.0,44.5,1.7,0.4,231,2025-04-08 22:00,,0.5,36.9,80,1.0,121.21645772,24.86400048,21,低,低,低,中,中,高,高,中,低,弱
平鎮,桃園市,112,細懸浮微粒,對敏感族群不健康,2.0,1.01,0.0,34.0,88.0,37.0,53.0,94.4,40.6,0.4,310,2025-04-08 22:00,,0.6,35.0,78,0.0,121.203986,24.952786,20,低,中,低,中,中,中,高,高,高,弱
觀音,桃園市,108,細懸浮微粒,對敏感族群不健康,1.8,0.41,23.0,49.0,75.0,45.0,24.0,24.0,0.0,0.3,51,2025-04-08 22:00,,0.3,33.4,61,1.0,121.08283092,25.03556747,19,低,低,低,中,低,高,中,低,低,弱
大園,桃園市,96,細懸浮微粒,普通,2.8,0.51,5.0,38.0,70.0,34.0,53.0,68.1,14.8,2.0,10,2025-04-08 22:00,,0.3,29.1,68,1.0,121.20251473,25.06100357,18,低,低,低,中,低,中,高,高,低,弱
桃園,桃園市,110,細懸浮微粒,對敏感族群不健康,5.8,0.88,14.0,29.0,56.0,35.0,41.0,43.2,1.7,0.8,0,2025-04-08 22:00,,0.6,34.1,62,2.0,121.30500531,24.9947107,17,中,中,低,低,低,中,高,中,低,弱
松山,臺北市,87,細懸浮微粒,普通,3.1,0.61,4.0,34.0,45.0,25.0,43.0,49.2,5.3,1.4,14,2025-04-08 22:00,,0.4,25.8,46,2.0,121.578611,25.05,15,低,低,低,中,低,中,高,中,低,弱
古亭,臺北市,83,細懸浮微粒,普通,1.4,0.7,10.0,40.0,37.0,23.0,38.0,40.1,1.7,0.2,40,2025-04-08 22:00,,0.4,24.3,41,1.0,121.529556,25.020608,14,低,低,低,中,低,中,中,中,低,弱
萬華,臺北市,82,細懸浮微粒,普通,3.0,0.78,6.0,31.0,41.0,24.0,50.0,54.6,4.0,0.3,79,2025-04-08 22:00,,0.6,23.8,46,1.0,121.507972,25.046503,13,低,低,低,低,低,中,高,中,低,弱
中山,臺北市,82,細懸浮微粒,普通,2.2,0.88,5.0,23.0,41.0,20.0,48.0,57.1,8.6,0.9,306,2025-04-08 22:00,,0.7,24.0,46,1.0,121.526528,25.062361,12,低,中,低,低,低,中,高,中,低,弱
士林,臺北市,86,細懸浮微粒,普通,0.8,0.54,27.0,45.0,37.0,21.0,24.0,25.3,0.5,0.5,341,2025-04-08 22:00,,0.4,25.2,48,0.0,121.51666356,25.10334003,11,低,低,低,中,低,中,中,低,低,弱
淡水,新北市,85,細懸浮微粒,普通,0.8,0.6,19.0,31.0,44.0,29.0,20.0,22.2,1.4,0.5,20,2025-04-08 22:00,,0.4,24.9,48,0.0,121.449239,25.1645,10,低,低,低,低,低,中,中,低,低,弱
林口,新北市,83,細懸浮微粒,普通,3.6,0.49,35.0,45.0,35.0,22.0,23.0,24.2,0.9,0.8,56,2025-04-08 22:00,,0.3,24.2,47,1.0,121.36548982,25.07798949,9,低,低,低,中,低,中,中,低,低,弱
菜寮,新北市,96,細懸浮微粒,普通,1.2,1.0,8.0,38.0,49.0,28.0,49.0,54.5,4.6,1.7,291,2025-04-08 22:00,,0.6,29.1,54,1.0,121.481028,25.06895,8,低,中,低,中,低,中,高,中,低,弱
新莊,新北市,91,細懸浮微粒,普通,0.5,1.0,1.0,35.0,50.0,27.0,48.0,60.1,11.2,1.8,19,2025-04-08 22:00,,0.5,27.0,53,0.0,121.4325,25.037972,7,低,中,低,中,低,中,高,中,低,弱
板橋,新北市,82,細懸浮微粒,普通,3.8,0.88,12.0,36.0,36.0,20.0,45.0,48.1,2.4,1.6,5,2025-04-08 22:00,,0.7,23.9,49,2.0,121.458667,25.012972,6,低,中,低,中,低,中,高,中,低,弱
新店,新北市,80,細懸浮微粒,普通,0.7,0.53,23.0,45.0,33.0,19.0,25.0,26.5,1.2,0.3,175,2025-04-08 22:00,,0.5,23.2,42,1.0,121.537778,24.977222,4,低,低,低,中,低,低,中,低,低,弱
萬里,新北市,69,細懸浮微粒,普通,0.7,0.27,32.0,53.0,26.0,12.0,5.0,5.4,0.3,2.4,249,2025-04-08 22:00,,0.2,19.2,36,0.0,121.689881,25.179667,3,低,低,低,中,低,低,低,低,低,弱
汐止,新北市,78,細懸浮微粒,普通,0.8,0.43,6.0,37.0,40.0,23.0,34.0,37.9,3.1,0.4,30,2025-04-08 22:00,,0.3,22.4,41,2.0,121.64081,25.06624,2,低,低,低,中,低,中,中,中,低,弱
基隆,基隆市,72,細懸浮微粒,普通,1.7,0.83,0.0,32.0,33.0,21.0,39.0,52.2,12.8,0.4,291,2025-04-08 22:00,,0.4,20.1,35,1.0,121.760056,25.129167,1,低,中,低,中,低,中,高,中,低,弱
屏東(枋山),屏東縣,118,臭氧八小時,對敏感族群不健康,0.2,0.15,47.0,76.0,10.0,3.0,2.0,2.9,0.3,3.1,104,2025-04-08 21:00,,0.2,10.3,21,0.0,120.651472,22.260899,313,低,低,中,高,低,低,低,低,低,弱
臺南（南化）,臺南市,71,臭氧八小時,普通,0.3,0.26,55.0,61.0,31.0,20.0,3.0,3.4,0.1,3.4,288,2025-04-08 21:00,,0.2,16.5,32,0.0,120.44583156,23.04562013,312,低,低,中,高,低,中,低,低,低,弱
新北（樹林）,新北市,104,細懸浮微粒,對敏感族群不健康,2.2,0.66,11.0,22.0,55.0,31.0,30.0,34.4,3.4,0.0,7,2025-04-08 21:00,,0.5,31.9,61,1.0,121.38352778,24.94902778,311,低,低,低,低,低,中,中,中,低,弱
台中市（和平區消防隊）,臺中市,62,細懸浮微粒,普通,0.4,0.29,32.0,51.0,27.0,14.0,8.0,9.9,0.9,0.2,296,2025-04-08 21:00,,0.3,16.6,30,0.0,120.883858,24.174592,310,低,低,低,中,低,低,低,低,低,弱
屏東（琉球）,屏東縣,87,臭氧八小時,普通,0.9,0.2,52.0,66.0,19.0,13.0,1.0,1.9,0.5,1.0,166,2025-04-08 21:00,,0.2,23.5,38,1.0,120.37722,22.35222,204,低,低,中,高,低,低,低,低,低,弱
臺南（麻豆）,臺南市,77,細懸浮微粒,普通,2.3,0.31,45.0,58.0,56.0,28.0,15.0,16.8,1.3,0.4,115,2025-04-08 21:00,,0.2,21.9,47,1.0,120.24583056,23.17904722,203,低,低,中,中,低,中,低,低,低,弱
高雄（湖內）,高雄市,66,細懸浮微粒,普通,2.0,0.36,39.0,53.0,47.0,18.0,14.0,15.9,1.2,0.3,348,2025-04-08 21:00,,0.2,17.8,40,1.0,120.24535,22.87985556,202,低,低,中,中,低,低,低,低,低,弱
宜蘭（頭城）,宜蘭縣,51,懸浮微粒,普通,0.8,0.24,25.0,44.0,26.0,9.0,8.0,9.2,0.3,0.2,180,2025-04-08 21:00,,0.1,11.0,31,0.0,121.82463916,24.85366672,201,低,低,低,中,低,低,低,低,低,弱
員林,彰化縣,96,細懸浮微粒,普通,2.7,0.63,37.0,55.0,67.0,30.0,17.0,18.2,0.8,0.7,287,2025-04-08 21:00,,0.4,29.1,62,2.0,120.5631893,23.9615945,139,低,低,中,中,低,中,低,低,低,弱
大城,彰化縣,108,臭氧八小時,對敏感族群不健康,0.7,0.22,71.0,73.0,42.0,24.0,3.0,4.0,0.7,0.2,28,2025-04-08 21:00,,0.2,23.2,43,0.0,120.26964167,23.85493056,85,低,低,中,高,低,中,低,低,低,弱
富貴角,新北市,78,細懸浮微粒,普通,0.9,0.26,52.0,58.0,38.0,24.0,3.0,3.7,0.0,0.9,118,2025-04-08 21:00,,0.1,22.3,42,1.0,121.53656894,25.29681695,84,低,低,中,中,低,中,低,低,低,弱
麥寮,雲林縣,84,細懸浮微粒,普通,1.1,0.26,55.0,63.0,68.0,32.0,4.0,6.0,1.0,0.8,26,2025-04-08 21:00,,0.3,24.6,53,1.0,120.251825,23.753506,83,低,低,中,高,低,中,低,低,低,弱
關山,臺東縣,36,,良好,0.6,0.17,33.0,39.0,10.0,5.0,3.0,4.3,0.7,0.5,182,2025-04-08 21:00,,0.1,6.4,14,0.0,121.161933,23.045083,80,低,低,低,中,低,低,低,低,低,弱
馬公,澎湖縣,100,臭氧八小時,普通,0.7,0.28,69.0,70.0,51.0,18.0,4.0,4.8,0.3,0.6,122,2025-04-08 21:00,,0.2,22.3,50,0.0,119.566158,23.569031,78,低,低,中,高,低,低,低,低,低,弱
金門,金門縣,108,細懸浮微粒,對敏感族群不健康,2.4,0.43,69.0,69.0,65.0,35.0,12.0,13.3,0.7,0.7,129,2025-04-08 21:00,,0.3,33.4,63,2.0,118.312256,24.432133,77,低,低,中,高,低,中,低,低,低,弱
馬祖,連江縣,132,臭氧八小時,對敏感族群不健康,1.3,0.3,67.0,80.0,62.0,31.0,5.0,6.3,0.5,1.2,19,2025-04-08 21:00,,0.3,29.7,66,1.0,119.952724,26.153736,75,低,低,中,高,低,中,低,低,低,弱
埔里,南投縣,79,細懸浮微粒,普通,1.3,0.47,31.0,50.0,46.0,25.0,11.0,12.5,1.2,0.3,325,2025-04-08 21:00,,0.3,22.6,39,1.0,120.967903,23.968842,72,低,低,低,中,低,中,低,低,低,弱
復興,高雄市,70,細懸浮微粒,普通,1.0,0.25,59.0,58.0,35.0,16.0,12.0,13.2,0.9,0.8,274,2025-04-08 21:00,,0.3,19.3,43,0.0,120.312017,22.608711,71,低,低,中,中,低,低,低,低,低,弱
永和,新北市,90,細懸浮微粒,普通,5.2,0.74,20.0,30.0,36.0,22.0,34.0,39.9,5.2,0.5,122,2025-04-08 21:00,,0.9,26.7,48,1.0,121.516306,25.017,70,低,低,低,低,低,中,中,中,低,弱
竹山,南投縣,88,細懸浮微粒,普通,1.8,0.34,40.0,59.0,52.0,26.0,12.0,13.7,0.8,0.9,155,2025-04-08 21:00,,0.3,26.0,51,1.0,120.677306,23.756389,69,低,低,中,中,低,中,低,低,低,弱
中壢,桃園市,115,細懸浮微粒,對敏感族群不健康,2.2,1.63,1.0,24.0,84.0,48.0,58.0,87.2,28.4,0.2,262,2025-04-08 21:00,,0.9,36.3,72,0.0,121.221667,24.953278,68,低,高,低,低,中,高,高,高,中,弱
冬山,宜蘭縣,54,細懸浮微粒,普通,0.2,0.27,32.0,42.0,31.0,15.0,5.0,6.2,0.4,0.2,164,2025-04-08 21:00,,0.2,13.6,34,0.0,121.792928,24.632203,66,低,低,低,中,低,低,低,低,低,弱
宜蘭,宜蘭縣,54,細懸浮微粒,普通,0.8,0.38,25.0,42.0,27.0,11.0,8.0,9.2,0.4,0.8,329,2025-04-08 21:00,,0.3,13.7,26,0.0,121.746394,24.747917,65,低,低,低,中,低,低,低,低,低,弱
陽明,臺北市,100,臭氧八小時,普通,1.9,0.38,72.0,70.0,63.0,24.0,10.0,11.0,0.8,0.9,180,2025-04-08 21:00,,0.3,19.5,43,1.0,121.529583,25.182722,64,低,低,中,高,低,中,低,低,低,弱
花蓮,花蓮縣,44,,良好,0.1,0.26,38.0,47.0,16.0,8.0,5.0,6.9,1.1,0.3,176,2025-04-08 21:00,,0.2,9.2,18,0.0,121.599769,23.971306,63,低,低,中,中,低,低,低,低,低,弱
臺東,臺東縣,38,,良好,0.9,0.33,39.0,38.0,40.0,31.0,5.0,6.8,1.5,0.6,317,2025-04-08 21:00,,0.2,9.4,15,0.0,121.15045,22.755358,62,低,低,中,中,低,中,低,低,低,弱
恆春,屏東縣,38,,良好,0.4,0.17,37.0,41.0,8.0,4.0,0.0,2.1,1.1,2.9,21,2025-04-08 21:00,,0.1,2.9,9,0.0,120.788928,21.958069,61,低,低,中,中,低,低,低,低,低,弱
潮州,屏東縣,90,臭氧八小時,普通,0.5,0.27,64.0,67.0,52.0,33.0,6.0,6.7,0.6,0.6,119,2025-04-08 21:00,,0.2,25.1,46,0.0,120.561175,22.523108,60,低,低,中,高,低,中,低,低,低,弱
屏東,屏東縣,77,懸浮微粒,普通,1.2,0.46,56.0,62.0,59.0,23.0,9.0,11.1,1.1,2.0,147,2025-04-08 21:00,,0.3,21.0,54,1.0,120.488033,22.673081,59,低,低,中,高,低,中,低,低,低,弱
小港,高雄市,77,細懸浮微粒,普通,1.0,0.26,56.0,50.0,38.0,18.0,13.0,14.5,0.6,2.0,257,2025-04-08 21:00,,0.2,22.0,40,1.0,120.337736,22.565833,58,低,低,中,中,低,低,低,低,低,弱
前鎮,高雄市,63,細懸浮微粒,普通,1.3,0.34,53.0,56.0,38.0,16.0,15.0,16.0,0.7,1.1,204,2025-04-08 21:00,,0.3,16.9,38,1.0,120.30833356,22.6044507,57,低,低,中,中,低,低,低,低,低,弱
前金,高雄市,72,細懸浮微粒,普通,0.4,0.28,60.0,55.0,41.0,22.0,8.0,9.3,1.0,1.4,219,2025-04-08 21:00,,0.2,20.2,44,0.0,120.28676111,22.63390278,56,低,低,中,中,低,中,低,低,低,弱
左營,高雄市,84,臭氧八小時,普通,0.9,0.31,47.0,65.0,43.0,19.0,17.0,17.7,0.5,1.9,228,2025-04-08 21:00,,0.2,20.5,44,1.0,120.292917,22.674861,54,低,低,中,高,低,低,低,低,低,弱
楠梓,高雄市,79,懸浮微粒,普通,1.7,0.44,40.0,53.0,57.0,24.0,16.0,16.9,0.7,0.2,264,2025-04-08 21:00,,0.3,21.4,56,1.0,120.328289,22.733667,53,低,低,中,中,低,中,低,低,低,弱
林園,高雄市,74,細懸浮微粒,普通,0.7,0.25,57.0,62.0,32.0,14.0,2.0,3.2,1.0,2.0,193,2025-04-08 21:00,,0.2,20.9,44,1.0,120.41175,22.4795,52,低,低,中,高,低,低,低,低,低,弱
大寮,高雄市,78,細懸浮微粒,普通,0.8,0.26,58.0,59.0,45.0,23.0,3.0,3.8,0.5,2.0,212,2025-04-08 21:00,,0.2,22.3,49,1.0,120.425311,22.56413611,51,低,低,中,中,低,中,低,低,低,弱
鳳山,高雄市,89,懸浮微粒,普通,1.3,0.45,55.0,47.0,41.0,18.0,13.0,14.6,0.8,0.7,236,2025-04-08 21:00,,0.5,23.7,65,1.0,120.357422,22.628126,50,低,低,中,中,低,低,低,低,低,弱
仁武,高雄市,76,細懸浮微粒,普通,0.7,0.46,42.0,56.0,47.0,22.0,20.0,21.2,0.6,1.3,226,2025-04-08 21:00,,0.3,21.5,44,1.0,120.332631,22.689056,49,低,低,中,中,低,中,中,低,低,弱
橋頭,高雄市,81,細懸浮微粒,普通,0.9,0.48,38.0,54.0,52.0,26.0,19.0,20.4,1.1,1.0,345,2025-04-08 21:00,,0.3,23.3,44,1.0,120.305689,22.757506,48,低,低,中,中,低,中,低,低,低,弱
美濃,高雄市,93,臭氧八小時,普通,0.7,0.3,65.0,68.0,44.0,23.0,4.0,5.5,0.6,0.5,82,2025-04-08 21:00,,0.3,22.8,47,0.0,120.530542,22.883583,47,低,低,中,高,低,中,低,低,低,弱
臺南,臺南市,69,細懸浮微粒,普通,1.8,0.5,44.0,60.0,47.0,20.0,21.0,21.8,0.5,0.7,58,2025-04-08 21:00,,0.3,19.1,41,1.0,120.21947897,22.98928311,46,低,低,中,高,低,中,中,低,低,弱
安南,臺南市,76,細懸浮微粒,普通,1.2,0.4,53.0,62.0,44.0,26.0,11.0,12.3,1.1,0.7,47,2025-04-08 21:00,,0.2,21.6,47,1.0,120.2175,23.048197,45,低,低,中,高,低,中,低,低,低,弱
新營,臺南市,85,細懸浮微粒,普通,1.7,0.29,47.0,60.0,50.0,23.0,12.0,14.0,1.1,1.4,23,2025-04-08 21:00,,0.2,24.8,58,0.0,120.31725,23.305633,43,低,低,中,高,低,中,低,低,低,弱
嘉義,嘉義市,79,細懸浮微粒,普通,10.2,0.39,36.0,56.0,57.0,28.0,13.0,13.9,0.6,0.5,319,2025-04-08 21:00,,0.3,22.7,50,2.0,120.44125148,23.46477865,42,中,低,低,中,低,中,低,低,低,弱
臺西,雲林縣,78,細懸浮微粒,普通,1.1,0.27,53.0,62.0,49.0,23.0,7.0,7.6,0.0,0.4,120,2025-04-08 21:00,,0.2,22.4,47,2.0,120.19933333,23.702175,41,低,低,中,高,低,中,低,低,低,弱
朴子,嘉義縣,77,細懸浮微粒,普通,1.1,0.21,45.0,63.0,50.0,23.0,8.0,8.2,0.0,0.6,352,2025-04-08 21:00,,0.1,22.1,50,1.0,120.2478,23.46538,40,低,低,中,高,低,中,低,低,低,弱
新港,嘉義縣,86,細懸浮微粒,普通,2.2,0.39,46.0,60.0,64.0,30.0,11.0,12.1,0.3,1.2,332,2025-04-08 21:00,,0.3,25.2,51,2.0,120.345531,23.554839,39,低,低,中,高,低,中,低,低,低,弱
崙背,雲林縣,92,細懸浮微粒,普通,0.4,0.29,50.0,57.0,62.0,30.0,5.0,5.9,0.8,0.3,315,2025-04-08 21:00,,0.2,27.6,64,1.0,120.348742,23.757547,38,低,低,中,中,低,中,低,低,低,弱
斗六,雲林縣,84,細懸浮微粒,普通,3.0,0.37,41.0,64.0,73.0,33.0,13.0,13.6,0.4,0.4,317,2025-04-08 21:00,,0.2,24.7,55,1.0,120.544994,23.711853,37,低,低,中,高,低,中,低,低,低,弱
南投,南投縣,84,細懸浮微粒,普通,1.6,0.36,35.0,59.0,44.0,26.0,15.0,15.9,0.6,0.5,248,2025-04-08 21:00,,0.3,24.5,49,1.0,120.685306,23.913,36,低,低,低,中,低,中,低,低,低,弱
二林,彰化縣,95,細懸浮微粒,普通,2.0,0.25,50.0,63.0,69.0,26.0,4.0,5.1,0.6,0.6,341,2025-04-08 21:00,,0.2,28.6,64,2.0,120.409653,23.925175,35,低,低,中,高,低,中,低,低,低,弱
線西,彰化縣,87,細懸浮微粒,普通,1.2,0.27,48.0,61.0,57.0,23.0,12.0,12.3,0.1,0.3,37,2025-04-08 21:00,,0.2,25.8,53,1.0,120.469061,24.131672,34,低,低,中,高,低,中,低,低,低,弱
彰化,彰化縣,87,細懸浮微粒,普通,3.5,0.48,22.0,42.0,59.0,27.0,29.0,30.3,1.0,0.3,216,2025-04-08 21:00,,0.3,25.5,50,1.0,120.541519,24.066,33,低,低,低,中,低,中,中,低,低,弱
