sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid,so2_level,co_level,o3_level,o3_8hr_level,pm10_level,pm2.5_level,no2_level,nox_level,no_level,windspeed_level
嘉義,嘉義市,74,細懸浮微粒,普通,1.6,0.49,22.0,21.0,43.0,29.0,16.0,22.5,6.2,1.1,148.0,2025-03-26 09:00,,0.3,21.0,31.0,1.0,120.44125148,23.46477865,42,低,低,低,低,低,中,低,低,低,弱
臺西,雲林縣,98,細懸浮微粒,普通,2.5,0.31,31.0,20.0,53.0,28.0,8.0,11.4,2.4,3.8,197.0,2025-03-26 09:00,,0.3,29.5,53.0,1.0,120.19933333,23.702175,41,低,低,低,低,低,中,低,低,低,弱
朴子,嘉義縣,109,細懸浮微粒,對敏感族群不健康,1.4,0.3,24.0,17.0,42.0,31.0,11.0,15.3,4.1,1.6,168.0,2025-03-26 09:00,,0.2,33.6,51.0,0.0,120.2478,23.46538,40,低,低,低,低,低,中,低,低,低,弱
新港,嘉義縣,85,細懸浮微粒,普通,3.0,0.34,20.0,14.0,40.0,21.0,14.0,22.1,7.3,2.6,180.0,2025-03-26 09:00,,0.3,24.9,41.0,1.0,120.345531,23.554839,39,低,低,低,低,低,低,低,低,低,弱
崙背,雲林縣,103,細懸浮微粒,對敏感族群不健康,2.8,0.36,23.0,13.0,65.0,40.0,13.0,19.8,6.5,2.7,186.0,2025-03-26 09:00,,0.3,31.2,53.0,1.0,120.348742,23.757547,38,低,低,低,低,低,中,低,低,低,弱
斗六,雲林縣,78,細懸浮微粒,普通,4.9,0.38,37.0,27.0,39.0,24.0,9.0,12.7,3.6,2.2,221.0,2025-03-26 09:00,,0.3,22.2,35.0,1.0,120.544994,23.711853,37,低,低,低,低,低,中,低,低,低,弱
南投,南投縣,72,細懸浮微粒,普通,1.2,0.33,23.0,18.0,34.0,20.0,11.0,15.8,4.7,1.3,136.0,2025-03-26 09:00,,0.2,20.3,31.0,1.0,120.685306,23.913,36,低,低,低,低,低,低,低,低,低,弱
二林,彰化縣,88,細懸浮微粒,普通,2.0,0.32,27.0,19.0,61.0,28.0,10.0,13.0,2.5,2.5,187.0,2025-03-26 09:00,,0.2,26.0,49.0,1.0,120.409653,23.925175,35,低,低,低,低,低,中,低,低,低,弱
線西,彰化縣,91,細懸浮微粒,普通,2.2,0.33,33.0,32.0,57.0,28.0,11.0,15.1,3.4,4.7,209.0,2025-03-26 09:00,,0.2,27.0,47.0,1.0,120.469061,24.131672,34,低,低,低,中,低,中,低,低,低,弱
彰化,彰化縣,74,細懸浮微粒,普通,2.0,0.33,30.0,25.0,36.0,26.0,9.0,11.4,1.7,2.5,208.0,2025-03-26 09:00,,0.3,20.8,32.0,1.0,120.541519,24.066,33,低,低,低,低,低,中,低,低,低,弱
西屯,臺中市,76,細懸浮微粒,普通,1.9,0.47,10.0,16.0,58.0,27.0,24.0,35.0,10.9,1.4,176.0,2025-03-26 09:00,,0.3,21.7,42.0,1.0,120.616917,24.162197,32,低,低,低,低,低,中,低,中,低,弱
忠明,臺中市,71,細懸浮微粒,普通,2.1,0.55,20.0,21.0,35.0,18.0,17.0,24.2,6.3,1.3,164.0,2025-03-26 09:00,,0.3,19.8,32.0,1.0,120.641092,24.151958,31,低,低,低,低,低,低,低,低,低,弱
大里,臺中市,80,細懸浮微粒,普通,2.9,0.49,16.0,16.0,37.0,20.0,21.0,27.5,6.4,1.5,252.0,2025-03-26 09:00,,0.3,23.1,33.0,1.0,120.67844444,24.09961111,30,低,低,低,低,低,低,低,低,低,弱
沙鹿,臺中市,75,細懸浮微粒,普通,2.9,0.34,31.0,34.0,38.0,23.0,13.0,15.9,2.6,2.9,186.0,2025-03-26 09:00,,0.3,21.4,38.0,1.0,120.568794,24.225628,29,低,低,低,中,低,中,低,低,低,弱
豐原,臺中市,60,細懸浮微粒,普通,0.9,0.28,38.0,45.0,24.0,13.0,5.0,6.6,1.5,5.5,192.0,2025-03-26 09:00,,0.2,15.7,25.0,1.0,120.74252414,24.25699731,28,低,低,低,中,低,低,低,低,低,中
三義,苗栗縣,59,細懸浮微粒,普通,1.9,0.26,36.0,41.0,27.0,12.0,2.0,2.8,0.4,5.6,192.0,2025-03-26 09:00,,0.2,15.4,25.0,1.0,120.75956754,24.38248443,27,低,低,低,中,低,低,低,低,低,中
苗栗,苗栗縣,72,細懸浮微粒,普通,2.0,0.28,33.0,25.0,23.0,16.0,5.0,6.9,1.7,4.2,233.0,2025-03-26 09:00,,0.2,20.0,28.0,2.0,120.82011468,24.56499183,26,低,低,低,低,低,低,低,低,低,弱
頭份,苗栗縣,80,細懸浮微粒,普通,1.8,0.44,25.0,18.0,36.0,21.0,12.0,19.9,7.3,3.1,231.0,2025-03-26 09:00,,0.3,23.2,31.0,2.0,120.89869286,24.69690679,25,低,低,低,低,低,低,低,低,低,弱
新竹,新竹市,84,細懸浮微粒,普通,1.8,0.52,19.0,8.0,33.0,22.0,20.0,26.1,5.8,1.0,134.0,2025-03-26 09:00,,0.4,24.7,31.0,1.0,120.97236752,24.8056356,24,低,低,低,低,低,低,低,低,低,弱
竹東,新竹縣,72,細懸浮微粒,普通,1.6,0.28,32.0,27.0,31.0,17.0,8.0,10.7,1.9,0.6,44.0,2025-03-26 09:00,,0.2,20.0,26.0,1.0,121.08895493,24.74091408,23,低,低,低,低,低,低,低,低,低,弱
湖口,新竹縣,80,細懸浮微粒,普通,2.4,0.43,21.0,13.0,34.0,13.0,18.0,23.6,4.9,1.9,205.0,2025-03-26 09:00,,0.3,23.1,38.0,2.0,121.03886894,24.90009696,22,低,低,低,低,低,低,低,低,低,弱
龍潭,桃園市,79,細懸浮微粒,普通,0.8,0.35,31.0,18.0,34.0,21.0,14.0,19.9,5.1,2.0,226.0,2025-03-26 09:00,,0.3,22.9,37.0,1.0,121.21645772,24.86400048,21,低,低,低,低,低,低,低,低,低,弱
平鎮,桃園市,85,細懸浮微粒,普通,1.1,0.3,30.0,16.0,25.0,20.0,10.0,12.8,2.5,1.6,252.0,2025-03-26 09:00,,0.4,25.0,43.0,1.0,121.203986,24.952786,20,低,低,低,低,低,低,低,低,低,弱
觀音,桃園市,84,細懸浮微粒,普通,2.1,0.28,29.0,26.0,36.0,21.0,13.0,16.0,2.5,6.1,238.0,2025-03-26 09:00,,0.2,24.6,37.0,1.0,121.08283092,25.03556747,19,低,低,低,低,低,低,低,低,低,中
大園,桃園市,92,細懸浮微粒,普通,1.9,0.34,32.0,11.0,34.0,20.0,10.0,12.4,2.2,3.4,221.0,2025-03-26 09:00,,0.4,27.4,47.0,1.0,121.20251473,25.06100357,18,低,低,低,低,低,低,低,低,低,弱
桃園,桃園市,103,細懸浮微粒,對敏感族群不健康,4.1,0.92,21.0,9.0,58.0,29.0,32.0,43.1,10.4,0.3,208.0,2025-03-26 09:00,,0.7,31.3,49.0,2.0,121.30500531,24.9947107,17,低,低,低,低,低,中,中,中,低,弱
松山,臺北市,75,細懸浮微粒,普通,1.5,0.73,15.0,9.0,30.0,18.0,34.0,48.9,14.5,0.6,58.0,2025-03-26 09:00,,0.4,21.2,28.0,2.0,121.578611,25.05,15,低,低,低,低,低,低,中,中,低,弱
古亭,臺北市,66,細懸浮微粒,普通,1.5,0.64,18.0,25.0,31.0,21.0,26.0,35.0,8.8,0.6,76.0,2025-03-26 09:00,,0.3,17.9,22.0,1.0,121.529556,25.020608,14,低,低,低,低,低,低,中,中,低,弱
萬華,臺北市,62,細懸浮微粒,普通,0.8,0.69,20.0,26.0,30.0,16.0,27.0,35.0,7.9,0.7,114.0,2025-03-26 09:00,,0.3,16.6,25.0,1.0,121.507972,25.046503,13,低,低,低,低,低,低,中,中,低,弱
中山,臺北市,72,細懸浮微粒,普通,0.7,0.72,20.0,21.0,39.0,22.0,28.0,40.5,12.0,0.6,260.0,2025-03-26 09:00,,0.4,20.2,34.0,1.0,121.526528,25.062361,12,低,低,低,低,低,低,中,中,低,弱
士林,臺北市,70,細懸浮微粒,普通,0.8,0.63,19.0,28.0,31.0,21.0,28.0,36.7,8.4,0.7,117.0,2025-03-26 09:00,,0.3,19.6,27.0,1.0,121.51666356,25.10334003,11,低,低,低,低,低,低,中,中,低,弱
林口,新北市,89,細懸浮微粒,普通,1.7,0.31,33.0,14.0,35.0,18.0,13.0,17.6,3.7,2.5,231.0,2025-03-26 09:00,,0.5,26.5,46.0,1.0,121.36548982,25.07798949,9,低,低,低,低,低,低,低,低,低,弱
菜寮,新北市,76,細懸浮微粒,普通,0.8,1.09,17.0,23.0,44.0,28.0,36.0,51.3,15.1,1.5,130.0,2025-03-26 09:00,,0.5,21.8,29.0,1.0,121.481028,25.06895,8,低,中,低,低,低,中,中,中,低,弱
新莊,新北市,92,細懸浮微粒,普通,1.1,1.05,13.0,3.0,60.0,30.0,40.0,66.2,25.5,1.1,94.0,2025-03-26 09:00,,0.7,27.4,43.0,1.0,121.4325,25.037972,7,低,中,低,低,低,中,中,中,中,弱
板橋,新北市,89,細懸浮微粒,普通,1.0,1.22,16.0,11.0,46.0,33.0,44.0,63.3,19.0,0.9,15.0,2025-03-26 09:00,,0.6,26.2,40.0,1.0,121.458667,25.012972,6,低,中,低,低,低,中,中,中,低,弱
土城,新北市,111,細懸浮微粒,對敏感族群不健康,0.7,1.17,17.0,3.0,55.0,45.0,39.0,58.8,19.6,0.7,322.0,2025-03-26 09:00,,0.7,34.5,48.0,1.0,121.451861,24.982528,5,低,中,低,低,低,高,中,中,低,弱
新店,新北市,56,細懸浮微粒,普通,0.6,0.42,27.0,32.0,30.0,15.0,15.0,21.3,5.6,0.3,73.0,2025-03-26 09:00,,0.2,14.2,23.0,1.0,121.537778,24.977222,4,低,低,低,中,低,低,低,低,低,弱
萬里,新北市,66,細懸浮微粒,普通,2.6,0.38,25.0,36.0,37.0,20.0,16.0,21.6,5.2,1.1,29.0,2025-03-26 09:00,,0.2,18.1,27.0,1.0,121.689881,25.179667,3,低,低,低,中,低,低,低,低,低,弱
汐止,新北市,81,細懸浮微粒,普通,1.1,0.83,7.0,5.0,43.0,27.0,37.0,72.1,34.4,0.4,3.0,2025-03-26 09:00,,0.4,23.6,33.0,2.0,121.64081,25.06624,2,低,低,低,低,低,中,中,高,中,弱
基隆,基隆市,67,細懸浮微粒,普通,1.6,0.55,29.0,11.0,36.0,18.0,19.0,25.3,5.8,0.9,275.0,2025-03-26 09:00,,0.4,18.2,29.0,1.0,121.760056,25.129167,1,低,低,低,低,低,低,低,低,低,弱
屏東(枋山),屏東縣,38,,良好,0.0,0.13,33.0,36.0,15.0,6.0,2.0,2.7,0.4,2.5,90.0,2025-03-26 08:00,,0.1,9.5,16.0,0.0,120.651472,22.260899,313,低,低,低,中,低,低,低,低,低,弱
臺南（南化）,臺南市,55,細懸浮微粒,普通,0.1,0.21,17.0,7.0,12.0,14.0,2.0,4.1,1.2,1.2,354.0,2025-03-26 08:00,,0.1,14.0,17.0,0.0,120.44583156,23.04562013,312,低,低,低,低,低,低,低,低,低,弱
新北（樹林）,新北市,95,細懸浮微粒,普通,0.5,0.63,7.0,8.0,48.0,28.0,21.0,38.5,17.0,0.0,220.0,2025-03-26 08:00,,0.4,28.7,40.0,0.0,121.38352778,24.94902778,311,低,低,低,低,低,中,低,中,低,弱
台中市（和平區消防隊）,臺中市,63,細懸浮微粒,普通,0.3,0.51,22.0,33.0,34.0,25.0,16.0,30.2,13.8,0.3,329.0,2025-03-26 08:00,,0.2,17.0,22.0,0.0,120.883858,24.174592,310,低,低,低,中,低,中,低,低,低,弱
屏東（琉球）,屏東縣,88,細懸浮微粒,普通,0.8,0.3,32.0,34.0,47.0,32.0,5.0,6.5,0.9,1.1,28.0,2025-03-26 08:00,,0.2,26.0,35.0,0.0,120.37722,22.35222,204,低,低,低,中,低,中,低,低,低,弱
臺南（麻豆）,臺南市,106,細懸浮微粒,對敏感族群不健康,0.7,0.47,12.0,14.0,58.0,36.0,23.0,35.1,11.7,1.2,111.0,2025-03-26 08:00,,0.3,32.5,52.0,0.0,120.24583056,23.17904722,203,低,低,低,低,低,中,低,中,低,弱
高雄（湖內）,高雄市,108,細懸浮微粒,對敏感族群不健康,2.4,0.79,13.0,17.0,52.0,25.0,25.0,32.9,7.5,1.6,150.0,2025-03-26 08:00,,0.4,33.4,58.0,1.0,120.24535,22.87985556,202,低,低,低,低,低,中,中,低,低,弱
宜蘭（頭城）,宜蘭縣,59,細懸浮微粒,普通,1.2,0.37,12.0,13.0,42.0,18.0,19.0,27.3,7.5,0.3,145.0,2025-03-26 08:00,,0.2,15.5,30.0,1.0,121.82463916,24.85366672,201,低,低,低,低,低,低,低,低,低,弱
員林,彰化縣,85,細懸浮微粒,普通,2.3,0.66,18.0,28.0,43.0,29.0,19.0,23.9,4.0,1.7,152.0,2025-03-26 08:00,,0.3,24.8,39.0,1.0,120.5631893,23.9615945,139,低,低,低,低,低,中,低,低,低,弱
大城,彰化縣,97,細懸浮微粒,普通,1.0,0.37,13.0,12.0,73.0,43.0,12.0,16.6,3.9,0.3,204.0,2025-03-26 08:00,,0.2,29.2,53.0,1.0,120.26964167,23.85493056,85,低,低,低,低,低,中,低,低,低,弱
富貴角,新北市,81,細懸浮微粒,普通,0.9,0.24,32.0,27.0,30.0,22.0,5.0,6.2,0.5,0.6,140.0,2025-03-26 08:00,,0.2,23.6,37.0,1.0,121.53656894,25.29681695,84,低,低,低,低,低,低,低,低,低,弱
麥寮,雲林縣,99,細懸浮微粒,普通,1.6,0.54,11.0,15.0,77.0,44.0,15.0,24.6,9.5,2.3,147.0,2025-03-26 08:00,,0.3,30.0,51.0,1.0,120.251825,23.753506,83,低,低,低,低,低,中,低,低,低,弱
關山,臺東縣,47,,良好,0.6,0.21,12.0,11.0,27.0,12.0,5.0,9.7,4.0,0.9,141.0,2025-03-26 08:00,,0.1,11.6,19.0,0.0,121.161933,23.045083,80,低,低,低,低,低,低,低,低,低,弱
馬公,澎湖縣,34,,良好,0.0,0.15,35.0,37.0,23.0,13.0,3.0,4.6,0.8,1.5,228.0,2025-03-26 08:00,,0.1,8.3,19.0,0.0,119.566158,23.569031,78,低,低,低,中,低,低,低,低,低,弱
金門,金門縣,44,,良好,1.0,0.19,26.0,34.0,6.0,11.0,13.0,14.8,1.5,2.6,216.0,2025-03-26 08:00,,0.1,10.8,16.0,1.0,118.312256,24.432133,77,低,低,低,中,低,低,低,低,低,弱
馬祖,連江縣,76,細懸浮微粒,普通,1.0,0.19,43.0,49.0,42.0,24.0,5.0,6.4,0.7,4.7,211.0,2025-03-26 08:00,,0.1,21.6,45.0,1.0,119.952724,26.153736,75,低,低,低,中,低,中,低,低,低,弱
埔里,南投縣,75,細懸浮微粒,普通,0.9,0.56,7.0,11.0,37.0,22.0,11.0,19.6,8.5,0.6,311.0,2025-03-26 08:00,,0.3,21.2,32.0,1.0,120.967903,23.968842,72,低,低,低,低,低,低,低,低,低,弱
復興,高雄市,97,細懸浮微粒,普通,1.9,0.97,13.0,19.0,42.0,26.0,27.0,40.3,12.6,1.4,88.0,2025-03-26 08:00,,0.4,29.4,45.0,2.0,120.312017,22.608711,71,低,低,低,低,低,中,中,中,低,弱
永和,新北市,63,細懸浮微粒,普通,0.8,1.11,15.0,24.0,27.0,20.0,23.0,40.6,17.1,1.2,92.0,2025-03-26 08:00,,0.4,16.8,23.0,1.0,121.516306,25.017,70,低,中,低,低,低,低,低,中,低,弱
竹山,南投縣,72,細懸浮微粒,普通,1.1,0.32,22.0,20.0,32.0,21.0,10.0,13.2,2.3,0.7,273.0,2025-03-26 08:00,,0.2,20.0,30.0,1.0,120.677306,23.756389,69,低,低,低,低,低,低,低,低,低,弱
中壢,桃園市,103,細懸浮微粒,對敏感族群不健康,1.1,1.69,12.0,13.0,41.0,32.0,34.0,74.0,39.2,0.4,231.0,2025-03-26 08:00,,0.8,31.4,43.0,1.0,121.221667,24.953278,68,低,中,低,低,低,中,中,高,中,弱
冬山,宜蘭縣,56,細懸浮微粒,普通,0.7,0.6,12.0,13.0,41.0,18.0,17.0,25.2,7.9,0.8,322.0,2025-03-26 08:00,,0.4,14.5,29.0,0.0,121.792928,24.632203,66,低,低,低,低,低,低,低,低,低,弱
宜蘭,宜蘭縣,65,細懸浮微粒,普通,1.0,0.32,30.0,34.0,25.0,18.0,9.0,10.8,1.6,0.5,316.0,2025-03-26 08:00,,0.2,17.5,23.0,1.0,121.746394,24.747917,65,低,低,低,中,低,低,低,低,低,弱
花蓮,花蓮縣,47,,良好,0.8,0.22,23.0,27.0,21.0,13.0,2.0,4.1,1.2,3.0,231.0,2025-03-26 08:00,,0.1,11.6,22.0,0.0,121.599769,23.971306,63,低,低,低,低,低,低,低,低,低,弱
臺東,臺東縣,43,,良好,1.0,0.28,21.0,22.0,27.0,15.0,5.0,6.6,0.8,0.8,339.0,2025-03-26 08:00,,0.1,10.7,20.0,0.0,121.15045,22.755358,62,低,低,低,低,低,低,低,低,低,弱
恆春,屏東縣,29,,良好,1.3,0.12,34.0,31.0,14.0,5.0,0.0,1.4,0.7,1.8,177.0,2025-03-26 08:00,,0.1,6.2,14.0,1.0,120.788928,21.958069,61,低,低,低,低,低,低,低,低,低,弱
潮州,屏東縣,85,細懸浮微粒,普通,0.3,0.26,28.0,28.0,40.0,23.0,4.0,5.2,0.6,1.2,40.0,2025-03-26 08:00,,0.2,24.9,36.0,0.0,120.561175,22.523108,60,低,低,低,低,低,中,低,低,低,弱
屏東,屏東縣,86,細懸浮微粒,普通,0.9,0.42,20.0,25.0,55.0,26.0,14.0,17.8,3.4,1.3,24.0,2025-03-26 08:00,,0.3,25.4,46.0,1.0,120.488033,22.673081,59,低,低,低,低,低,中,低,低,低,弱
小港,高雄市,102,細懸浮微粒,對敏感族群不健康,5.1,0.59,7.0,14.0,51.0,30.0,30.0,51.0,20.6,1.1,87.0,2025-03-26 08:00,,0.4,30.9,46.0,2.0,120.337736,22.565833,58,低,低,低,低,低,中,中,中,低,弱
前鎮,高雄市,97,細懸浮微粒,普通,3.0,0.93,10.0,15.0,47.0,25.0,30.0,45.8,15.4,0.4,333.0,2025-03-26 08:00,,0.5,29.2,47.0,3.0,120.30833356,22.6044507,57,低,低,低,低,低,中,中,中,低,弱
前金,高雄市,93,細懸浮微粒,普通,2.7,0.65,16.0,13.0,51.0,31.0,20.0,26.6,5.8,0.4,39.0,2025-03-26 08:00,,0.4,27.8,49.0,1.0,120.28676111,22.63390278,56,低,低,低,低,低,中,低,低,低,弱
左營,高雄市,93,細懸浮微粒,普通,1.8,0.56,20.0,19.0,39.0,25.0,20.0,24.9,4.6,1.3,107.0,2025-03-26 08:00,,0.4,27.7,41.0,1.0,120.292917,22.674861,54,低,低,低,低,低,中,低,低,低,弱
楠梓,高雄市,97,細懸浮微粒,普通,2.2,0.6,8.0,17.0,46.0,26.0,32.0,51.3,18.7,1.1,94.0,2025-03-26 08:00,,0.4,29.2,50.0,2.0,120.328289,22.733667,53,低,低,低,低,低,中,中,中,低,弱
林園,高雄市,111,細懸浮微粒,對敏感族群不健康,0.9,0.38,16.0,19.0,57.0,34.0,10.0,12.8,2.3,1.1,26.0,2025-03-26 08:00,,0.3,34.4,66.0,0.0,120.41175,22.4795,52,低,低,低,低,低,中,低,低,低,弱
大寮,高雄市,121,細懸浮微粒,對敏感族群不健康,2.7,0.42,16.0,10.0,56.0,38.0,19.0,24.7,4.9,0.7,83.0,2025-03-26 08:00,,0.3,38.7,57.0,2.0,120.425311,22.56413611,51,低,低,低,低,低,中,低,低,低,弱
鳳山,高雄市,95,細懸浮微粒,普通,0.8,0.59,20.0,19.0,43.0,22.0,15.0,19.2,3.5,0.4,114.0,2025-03-26 08:00,,0.4,28.5,43.0,2.0,120.357422,22.628126,50,低,低,低,低,低,低,低,低,低,弱
仁武,高雄市,101,細懸浮微粒,對敏感族群不健康,2.4,0.5,21.0,25.0,49.0,33.0,20.0,24.2,4.0,1.1,95.0,2025-03-26 08:00,,0.3,30.6,45.0,3.0,120.332631,22.689056,49,低,低,低,低,低,中,低,低,低,弱
橋頭,高雄市,95,細懸浮微粒,普通,1.4,0.43,17.0,20.0,42.0,26.0,23.0,29.6,6.2,2.1,115.0,2025-03-26 08:00,,0.3,28.5,45.0,1.0,120.305689,22.757506,48,低,低,低,低,低,中,低,低,低,弱
美濃,高雄市,72,細懸浮微粒,普通,0.4,0.34,13.0,22.0,36.0,16.0,8.0,11.7,3.3,1.0,99.0,2025-03-26 08:00,,0.2,20.1,32.0,0.0,120.530542,22.883583,47,低,低,低,低,低,低,低,低,低,弱
臺南,臺南市,82,細懸浮微粒,普通,1.7,0.42,26.0,30.0,42.0,25.0,14.0,16.7,2.1,1.5,177.0,2025-03-26 08:00,,0.3,23.8,40.0,0.0,120.21947897,22.98928311,46,低,低,低,低,低,中,低,低,低,弱
安南,臺南市,100,細懸浮微粒,普通,1.6,0.61,21.0,25.0,47.0,30.0,22.0,26.8,4.6,2.5,111.0,2025-03-26 08:00,,0.4,30.3,50.0,1.0,120.2175,23.048197,45,低,低,低,低,低,中,低,低,低,弱
善化,臺南市,83,細懸浮微粒,普通,0.8,0.3,19.0,18.0,30.0,19.0,12.0,14.6,2.1,1.7,150.0,2025-03-26 08:00,,0.2,24.1,38.0,1.0,120.29740529,23.11337642,44,低,低,低,低,低,低,低,低,低,弱
新營,臺南市,73,細懸浮微粒,普通,0.7,0.34,23.0,27.0,42.0,12.0,9.0,12.0,2.2,0.7,107.0,2025-03-26 08:00,,0.2,20.4,37.0,0.0,120.31725,23.305633,43,低,低,低,低,低,低,低,低,低,弱
嘉義,嘉義市,69,細懸浮微粒,普通,1.4,0.48,12.0,21.0,37.0,20.0,15.0,18.5,3.1,1.1,131.0,2025-03-26 08:00,,0.2,19.2,28.0,1.0,120.44125148,23.46477865,42,低,低,低,低,低,低,低,低,低,弱
臺西,雲林縣,98,細懸浮微粒,普通,2.3,0.43,17.0,19.0,76.0,40.0,12.0,15.8,3.7,2.3,186.0,2025-03-26 08:00,,0.3,29.5,52.0,1.0,120.19933333,23.702175,41,低,低,低,低,低,中,低,低,低,弱
朴子,嘉義縣,108,細懸浮微粒,對敏感族群不健康,1.2,0.46,15.0,16.0,60.0,43.0,16.0,22.6,6.1,1.2,167.0,2025-03-26 08:00,,0.2,33.3,52.0,0.0,120.2478,23.46538,40,低,低,低,低,低,中,低,低,低,弱
新港,嘉義縣,86,細懸浮微粒,普通,2.5,0.48,5.0,14.0,46.0,32.0,22.0,34.5,12.2,0.9,104.0,2025-03-26 08:00,,0.3,25.2,41.0,1.0,120.345531,23.554839,39,低,低,低,低,低,中,低,低,低,弱
崙背,雲林縣,96,細懸浮微粒,普通,1.3,0.37,13.0,12.0,59.0,35.0,14.0,19.2,4.3,1.0,129.0,2025-03-26 08:00,,0.3,29.0,48.0,1.0,120.348742,23.757547,38,低,低,低,低,低,中,低,低,低,弱
斗六,雲林縣,77,細懸浮微粒,普通,3.7,0.49,17.0,25.0,42.0,25.0,19.0,25.4,5.7,1.0,106.0,2025-03-26 08:00,,0.2,22.0,33.0,1.0,120.544994,23.711853,37,低,低,低,低,低,中,低,低,低,弱
南投,南投縣,73,細懸浮微粒,普通,1.1,0.31,15.0,18.0,30.0,18.0,9.0,12.7,3.3,1.2,175.0,2025-03-26 08:00,,0.2,20.7,31.0,1.0,120.685306,23.913,36,低,低,低,低,低,低,低,低,低,弱
二林,彰化縣,83,細懸浮微粒,普通,2.0,0.33,17.0,18.0,55.0,32.0,11.0,13.2,1.9,1.8,148.0,2025-03-26 08:00,,0.2,24.2,46.0,1.0,120.409653,23.925175,35,低,低,低,低,低,中,低,低,低,弱
線西,彰化縣,88,細懸浮微粒,普通,2.4,0.42,30.0,32.0,55.0,36.0,9.0,11.9,2.2,3.5,182.0,2025-03-26 08:00,,0.2,26.0,44.0,1.0,120.469061,24.131672,34,低,低,低,中,低,中,低,低,低,弱
彰化,彰化縣,72,細懸浮微粒,普通,1.5,0.46,23.0,24.0,38.0,24.0,13.0,15.9,2.1,1.4,214.0,2025-03-26 08:00,,0.2,20.0,32.0,1.0,120.541519,24.066,33,低,低,低,低,低,中,低,低,低,弱
西屯,臺中市,75,細懸浮微粒,普通,1.7,0.42,5.0,17.0,42.0,22.0,23.0,31.9,8.5,1.5,187.0,2025-03-26 08:00,,0.2,21.4,38.0,1.0,120.616917,24.162197,32,低,低,低,低,低,低,低,低,低,弱
忠明,臺中市,70,細懸浮微粒,普通,1.5,0.51,13.0,22.0,33.0,24.0,15.0,20.9,5.5,0.8,181.0,2025-03-26 08:00,,0.3,19.6,32.0,1.0,120.641092,24.151958,31,低,低,低,低,低,中,低,低,低,弱
大里,臺中市,82,細懸浮微粒,普通,3.0,0.49,8.0,17.0,37.0,23.0,22.0,29.1,6.7,0.6,241.0,2025-03-26 08:00,,0.3,24.0,33.0,1.0,120.67844444,24.09961111,30,低,低,低,低,低,中,低,低,低,弱
沙鹿,臺中市,75,細懸浮微粒,普通,3.0,0.44,25.0,34.0,45.0,27.0,16.0,18.1,1.7,2.2,177.0,2025-03-26 08:00,,0.2,21.1,39.0,,120.568794,24.225628,29,低,低,低,中,低,中,低,低,低,弱
豐原,臺中市,62,細懸浮微粒,普通,1.0,0.29,36.0,46.0,24.0,14.0,5.0,6.5,1.4,5.1,197.0,2025-03-26 08:00,,0.2,16.7,26.0,1.0,120.74252414,24.25699731,28,低,低,低,中,低,低,低,低,低,弱
三義,苗栗縣,62,細懸浮微粒,普通,1.8,0.23,33.0,42.0,17.0,13.0,1.0,1.6,0.1,4.6,191.0,2025-03-26 08:00,,0.2,16.5,26.0,1.0,120.75956754,24.38248443,27,低,低,低,中,低,低,低,低,低,弱
苗栗,苗栗縣,74,細懸浮微粒,普通,1.8,0.29,30.0,22.0,23.0,17.0,5.0,7.6,1.7,4.1,215.0,2025-03-26 08:00,,0.2,20.9,29.0,2.0,120.82011468,24.56499183,26,低,低,低,低,低,低,低,低,低,弱
頭份,苗栗縣,80,細懸浮微粒,普通,1.3,0.53,11.0,17.0,32.0,23.0,16.0,24.5,8.2,1.3,83.0,2025-03-26 08:00,,0.2,23.2,30.0,2.0,120.89869286,24.69690679,25,低,低,低,低,低,中,低,低,低,弱
新竹,新竹市,86,細懸浮微粒,普通,1.2,0.63,9.0,6.0,32.0,27.0,26.0,38.5,12.5,0.4,144.0,2025-03-26 08:00,,0.4,25.4,31.0,1.0,120.97236752,24.8056356,24,低,低,低,低,低,中,中,中,低,弱
竹東,新竹縣,72,細懸浮微粒,普通,2.3,0.3,28.0,26.0,30.0,22.0,9.0,11.0,1.5,1.0,120.0,2025-03-26 08:00,,0.2,20.2,25.0,1.0,121.08895493,24.74091408,23,低,低,低,低,低,低,低,低,低,弱
湖口,新竹縣,89,細懸浮微粒,普通,1.8,0.37,24.0,12.0,36.0,18.0,16.0,19.3,2.6,1.5,198.0,2025-03-26 08:00,,0.3,26.2,40.0,2.0,121.03886894,24.90009696,22,低,低,低,低,低,低,低,低,低,弱
龍潭,桃園市,80,細懸浮微粒,普通,0.6,0.48,21.0,15.0,41.0,24.0,25.0,31.7,5.8,1.1,112.0,2025-03-26 08:00,,0.3,23.0,38.0,1.0,121.21645772,24.86400048,21,低,低,低,低,低,中,中,低,低,弱
平鎮,桃園市,87,細懸浮微粒,普通,1.0,0.51,21.0,14.0,42.0,23.0,24.0,29.6,5.3,1.7,244.0,2025-03-26 08:00,,0.4,25.6,47.0,1.0,121.203986,24.952786,20,低,低,低,低,低,中,低,低,低,弱
