sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
士林,臺北市,43,,良好,0.5,0.19,44,46,6,3,5,6.6,0.7,1.5,162,2025-03-30 22:00,,0.1,2,2,0,121.51666356,25.10334003,11
淡水,新北市,44,,良好,0.6,0.18,45,47,4,3,2,2.8,0.6,2,40,2025-03-30 22:00,,0.1,3.6,7,0,121.449239,25.1645,10
林口,新北市,43,,良好,0.6,0.18,45,46,1,6,4,4.9,0.8,2.2,47,2025-03-30 22:00,,0.1,4.1,0,0,121.36548982,25.07798949,9
菜寮,新北市,38,,良好,0.6,0.26,40,41,4,7,10,11.4,0.7,2.8,106,2025-03-30 22:00,,0.2,5.6,5,0,121.481028,25.06895,8
新莊,新北市,36,,良好,0.2,0.22,39,39,0,4,9,10.3,0.9,3,93,2025-03-30 22:00,,0.2,4.3,1,0,121.4325,25.037972,7
板橋,新北市,36,,良好,0.8,0.25,42,39,2,0,10,11.5,1.2,2.5,103,2025-03-30 22:00,,0.2,1.1,2,0,121.458667,25.012972,6
土城,新北市,40,,良好,0.6,0.26,42,43,5,1,9,10.7,0.8,1.3,314,2025-03-30 22:00,,0.2,4,6,0,121.451861,24.982528,5
新店,新北市,39,,良好,0.4,0.26,37,42,4,4,11,12.3,0.6,0.8,54,2025-03-30 22:00,,0.2,3.3,3,0,121.537778,24.977222,4
萬里,新北市,50,,良好,0.9,0.17,50,51,35,7,1,2.2,0.5,8.6,40,2025-03-30 22:00,,0.1,4.8,30,0,121.689881,25.179667,3
汐止,新北市,42,,良好,0.9,0.18,42,45,3,6,6,7.2,1.1,0.8,59,2025-03-30 22:00,,0.1,4.1,4,1,121.64081,25.06624,2
基隆,基隆市,46,,良好,1.1,0.18,49,50,6,0,2,3.9,1.3,1.6,87,2025-03-30 22:00,,0.1,1.9,7,1,121.760056,25.129167,1
屏東(枋山),屏東縣,67,臭氧八小時,普通,0.3,0.16,49,60,9,1,2,2.5,0.1,0.9,308,2025-03-30 21:00,,0.1,7.6,24,0,120.651472,22.260899,313
臺南（南化）,臺南市,49,,良好,0.3,0.21,30,39,15,14,6,6.2,0.2,1.8,349,2025-03-30 21:00,,0.2,12.2,16,0,120.44583156,23.04562013,312
新北（樹林）,新北市,39,,良好,0.1,0.22,43,42,3,3,9,10.6,1.5,0.1,158,2025-03-30 21:00,,0.2,1.3,3,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,23,,良好,0.2,0.25,27,25,5,2,5,8.2,2.5,0.7,93,2025-03-30 21:00,,0.2,1.1,4,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,60,細懸浮微粒,普通,1.4,0.27,35,50,27,16,8,8.9,0.4,3.8,327,2025-03-30 21:00,,0.2,15.8,30,2,120.37722,22.35222,204
臺南（麻豆）,臺南市,36,,良好,0.9,0.19,34,39,12,9,7,8,1,3.5,3,2025-03-30 21:00,,0.2,8,16,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,45,,良好,1.6,0.25,27,37,17,8,12,13,0.7,1.2,321,2025-03-30 21:00,,0.2,11.2,23,1,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,41,,良好,0.7,0.17,42,44,7,0,3,3.3,0.2,0.7,260,2025-03-30 21:00,,0.1,2.8,10,0,121.82463916,24.85366672,201
員林,彰化縣,35,,良好,0.9,0.21,38,38,10,5,6,7.1,1,2.8,29,2025-03-30 21:00,,0.2,6,9,1,120.5631893,23.9615945,139
大城,彰化縣,42,,良好,1.1,0.17,43,45,11,6,5,6.7,1.4,3.1,51,2025-03-30 21:00,,0.1,6.6,12,1,120.26964167,23.85493056,85
富貴角,新北市,50,,良好,0.3,0.1,54,54,21,5,0,0.7,0,11.7,44,2025-03-30 21:00,,0.1,5.3,19,0,121.53656894,25.29681695,84
麥寮,雲林縣,38,,良好,2.5,0.3,38,41,11,4,6,8.1,1.2,6.3,3,2025-03-30 21:00,,0.3,5.3,12,1,120.251825,23.753506,83
關山,臺東縣,44,,良好,0.5,0.19,47,47,18,3,2,3,0.8,3.1,22,2025-03-30 21:00,,0.1,3.9,15,0,121.161933,23.045083,80
馬公,澎湖縣,47,,良好,0.9,0.16,50,51,17,3,1,2.4,0.5,8.2,31,2025-03-30 21:00,,0.1,6.2,15,0,119.566158,23.569031,78
金門,金門縣,35,,良好,0.9,0.26,39,38,8,4,5,6.1,0.4,3.1,29,2025-03-30 21:00,,0.2,4.7,8,0,118.312256,24.432133,77
馬祖,連江縣,42,,良好,0.6,0.18,45,45,17,6,3,4.3,0.6,2.5,336,2025-03-30 21:00,,0.1,7,16,0,119.952724,26.153736,75
埔里,南投縣,40,,良好,0.8,0.29,12,16,13,8,5,6.8,1.1,1.2,291,2025-03-30 21:00,,0.2,9.9,16,0,120.967903,23.968842,72
復興,高雄市,60,細懸浮微粒,普通,1.4,0.33,25,39,19,15,15,17.4,1.8,1.7,212,2025-03-30 21:00,,0.3,15.7,30,1,120.312017,22.608711,71
永和,新北市,39,,良好,0.7,0.25,42,42,0,7,7,8.7,0.9,1.6,96,2025-03-30 21:00,,0.2,6.1,3,0,121.516306,25.017,70
竹山,南投縣,36,,良好,1.3,0.22,28,28,12,6,9,10.5,0.9,1.8,20,2025-03-30 21:00,,0.2,9,16,1,120.677306,23.756389,69
中壢,桃園市,38,,良好,0.2,0.3,37,34,4,5,16,20.5,4.3,1.5,23,2025-03-30 21:00,,0.2,4.9,4,0,121.221667,24.953278,68
三重,新北市,58,二氧化氮,普通,0.7,0.72,19,19,7,5,33,58.4,25.1,-,-,2025-03-30 21:00,,0.7,5.8,8,0,121.493806,25.072611,67
冬山,宜蘭縣,43,,良好,0.5,0.15,45,46,0,7,2,2.2,0.1,1.7,271,2025-03-30 21:00,,0.1,3.4,1,0,121.792928,24.632203,66
宜蘭,宜蘭縣,40,,良好,0.5,0.17,42,43,1,2,4,4.5,0.5,1,281,2025-03-30 21:00,,0.1,3,3,0,121.746394,24.747917,65
陽明,臺北市,47,,良好,0.8,0.19,51,51,3,,1,1.6,0.3,2.9,,2025-03-30 21:00,,0.1,0,4,0,121.529583,25.182722,64
花蓮,花蓮縣,44,,良好,1.1,0.25,45,47,5,3,3,4.6,0.8,2.3,72,2025-03-30 21:00,,0.2,1.3,8,0,121.599769,23.971306,63
臺東,臺東縣,44,,良好,1,0.19,46,48,21,3,2,2.9,0.1,1.5,328,2025-03-30 21:00,,0.1,2.6,21,0,121.15045,22.755358,62
恆春,屏東縣,49,,良好,1,0.17,53,53,9,1,1,1.5,0.3,11.2,36,2025-03-30 21:00,,0.1,1.9,15,0,120.788928,21.958069,61
潮州,屏東縣,72,細懸浮微粒,普通,1.3,0.3,27,51,37,23,11,11.8,0,1.5,309,2025-03-30 21:00,,0.2,20.2,39,1,120.561175,22.523108,60
屏東,屏東縣,58,細懸浮微粒,普通,1.2,0.3,29,46,24,15,10,11,0.7,1.6,321,2025-03-30 21:00,,0.3,14.9,30,1,120.488033,22.673081,59
小港,高雄市,68,細懸浮微粒,普通,1,0.37,24,41,25,18,15,17.2,1.5,2.3,333,2025-03-30 21:00,,0.3,18.8,27,1,120.337736,22.565833,58
前鎮,高雄市,61,細懸浮微粒,普通,0.9,0.37,24,40,31,17,16,17.5,1.3,3.7,17,2025-03-30 21:00,,0.3,16.2,34,1,120.30833356,22.6044507,57
前金,高雄市,56,細懸浮微粒,普通,1.6,0.31,25,40,34,21,14,14.6,0.3,5.1,353,2025-03-30 21:00,,0.3,14.5,34,1,120.28676111,22.63390278,56
左營,高雄市,57,細懸浮微粒,普通,1.2,0.3,26,40,24,15,12,13.7,0.7,4.5,5,2025-03-30 21:00,,0.3,14.7,31,1,120.292917,22.674861,54
楠梓,高雄市,56,細懸浮微粒,普通,0.7,0.27,29,40,21,12,12,12.9,0.4,2.1,335,2025-03-30 21:00,,0.2,14.5,29,1,120.328289,22.733667,53
林園,高雄市,71,細懸浮微粒,普通,3,0.4,18,41,48,28,23,24.3,0.5,3.3,20,2025-03-30 21:00,,0.3,19.8,43,2,120.41175,22.4795,52
大寮,高雄市,66,細懸浮微粒,普通,1,0.33,24,44,32,17,14,15.4,0.9,3.5,1,2025-03-30 21:00,,0.3,18,33,2,120.425311,22.56413611,51
鳳山,高雄市,64,細懸浮微粒,普通,1.3,0.43,23,39,24,20,15,17.2,1.9,1.3,253,2025-03-30 21:00,,0.4,17.3,30,1,120.357422,22.628126,50
仁武,高雄市,56,細懸浮微粒,普通,1.3,0.32,26,41,21,12,14,15.1,0.3,3.7,342,2025-03-30 21:00,,0.3,14.2,28,1,120.332631,22.689056,49
橋頭,高雄市,56,細懸浮微粒,普通,1.1,0.28,30,40,26,13,11,12.5,0.9,3.4,9,2025-03-30 21:00,,0.2,14.5,30,1,120.305689,22.757506,48
美濃,高雄市,54,細懸浮微粒,普通,1,0.27,30,42,19,14,7,8.1,0.3,1.3,271,2025-03-30 21:00,,0.2,13.6,25,1,120.530542,22.883583,47
臺南,臺南市,41,,良好,0.8,0.22,33,40,14,11,9,10,0.8,3.8,11,2025-03-30 21:00,,0.2,10.2,18,1,120.21947897,22.98928311,46
安南,臺南市,38,,良好,0.5,0.23,34,41,12,14,7,8,0.6,3.2,341,2025-03-30 21:00,,0.2,8.6,23,0,120.2175,23.048197,45
善化,臺南市,45,,良好,0.9,0.21,32,38,17,14,7,8.7,1.5,5.2,6,2025-03-30 21:00,,0.2,11.2,16,1,120.29740529,23.11337642,44
新營,臺南市,36,,良好,1.2,0.21,35,39,10,8,7,8,0.8,3.8,19,2025-03-30 21:00,,0.2,8,14,0,120.31725,23.305633,43
嘉義,嘉義市,38,,良好,1.4,0.26,32,34,9,7,8,9,0.2,3.3,5,2025-03-30 21:00,,0.2,9.4,11,1,120.44125148,23.46477865,42
臺西,雲林縣,40,,良好,1.8,0.19,41,43,16,4,4,5.3,0.5,8.2,27,2025-03-30 21:00,,0.2,4.7,17,1,120.19933333,23.702175,41
朴子,嘉義縣,39,,良好,0.3,0.13,38,42,10,4,6,6,0,1.9,352,2025-03-30 21:00,,0.1,4.4,15,0,120.2478,23.46538,40
新港,嘉義縣,37,,良好,1.4,0.17,38,40,11,4,5,6.1,0.5,3.8,8,2025-03-30 21:00,,0.1,6.1,15,1,120.345531,23.554839,39
崙背,雲林縣,37,,良好,0.8,0.19,39,40,11,8,4,4.9,0.5,2,358,2025-03-30 21:00,,0.2,7.5,12,0,120.348742,23.757547,38
斗六,雲林縣,42,,良好,0.7,0.21,33,35,12,11,5,6.2,0.9,1.7,3,2025-03-30 21:00,,0.2,10.4,12,0,120.544994,23.711853,37
南投,南投縣,31,,良好,1.5,0.23,31,31,11,6,9,9.8,0.4,1.4,345,2025-03-30 21:00,,0.2,7.7,11,1,120.685306,23.913,36
二林,彰化縣,41,,良好,2.3,0.2,44,44,16,5,3,4,0.2,4.9,30,2025-03-30 21:00,,0.1,4.7,18,1,120.409653,23.925175,35
線西,彰化縣,42,,良好,1.5,0.18,44,45,2,4,7,7.3,0.1,7.5,38,2025-03-30 21:00,,0.1,2.6,6,1,120.469061,24.131672,34
彰化,彰化縣,32,,良好,0.9,0.21,35,35,7,5,6,7.5,0.7,2.3,14,2025-03-30 21:00,,0.2,4.3,6,0,120.541519,24.066,33
西屯,臺中市,37,,良好,0.9,0.2,42,40,6,2,4,6,1.1,3.9,9,2025-03-30 21:00,,0.2,4.8,6,0,120.616917,24.162197,32
忠明,臺中市,31,,良好,1.3,0.25,32,33,5,6,8,9.9,1.3,1.5,27,2025-03-30 21:00,,0.2,5.2,8,1,120.641092,24.151958,31
大里,臺中市,29,,良好,1,0.24,31,31,4,8,10,10.3,0,2.3,21,2025-03-30 21:00,,0.2,6.5,4,1,120.67844444,24.09961111,30
沙鹿,臺中市,39,,良好,,0.2,43,42,7,5,5,5.5,0.3,4.6,21,2025-03-30 21:00,,0.2,5.6,9,0,120.568794,24.225628,29
豐原,臺中市,34,,良好,0.3,0.21,36,37,2,2,3,4.6,0.7,2.4,26,2025-03-30 21:00,,0.2,2.4,2,0,120.74252414,24.25699731,28
三義,苗栗縣,38,,良好,1,0.2,41,41,3,5,3,4,0.2,6.9,12,2025-03-30 21:00,,0.2,2.3,1,0,120.75956754,24.38248443,27
苗栗,苗栗縣,40,,良好,1.9,0.17,44,43,6,4,5,5.9,0.8,4.6,18,2025-03-30 21:00,,0.1,3.6,5,1,120.82011468,24.56499183,26
頭份,苗栗縣,43,,良好,1.8,0.19,48,46,2,5,4,5.5,1.1,0.3,36,2025-03-30 21:00,,0.2,4.1,4,1,120.89869286,24.69690679,25
新竹,新竹市,43,,良好,2,0.21,47,46,2,4,4,5.3,0.4,4,47,2025-03-30 21:00,,0.2,5.1,4,1,120.97236752,24.8056356,24
竹東,新竹縣,43,,良好,0.3,0.16,48,46,3,1,3,3.8,0.3,4.9,34,2025-03-30 21:00,,0.1,0.8,2,0,121.08895493,24.74091408,23
湖口,新竹縣,43,,良好,1,0.19,45,46,5,4,5,6,0.7,5.4,43,2025-03-30 21:00,,0.1,4.3,6,1,121.03886894,24.90009696,22
龍潭,桃園市,40,,良好,1.1,0.17,45,43,5,1,5,5.7,0.3,6.6,48,2025-03-30 21:00,,0.1,1.7,6,1,121.21645772,24.86400048,21
平鎮,桃園市,40,,良好,0.7,0.22,44,43,6,4,8,9.3,0.7,2.5,59,2025-03-30 21:00,,0.2,5.1,6,0,121.203986,24.952786,20
觀音,桃園市,44,,良好,1.9,0.14,48,47,5,4,3,3.1,0,7.2,77,2025-03-30 21:00,,0.1,8.4,8,0,121.08283092,25.03556747,19
大園,桃園市,43,,良好,2.9,0.18,46,46,2,1,8,10.2,1.4,5.1,61,2025-03-30 21:00,,0.1,4.6,6,2,121.20251473,25.06100357,18
桃園,桃園市,38,,良好,1.2,0.25,41,41,0,2,9,9.9,0.7,1.7,39,2025-03-30 21:00,,0.2,1.8,3,1,121.30500531,24.9947107,17
大同,臺北市,55,二氧化氮,普通,0.8,0.54,22,25,3,9,29,47.7,18.5,-,-,2025-03-30 21:00,,0.4,6,7,0,121.51342074,25.06331455,16
松山,臺北市,38,,良好,1.3,0.19,41,41,2,8,9,10.1,0.8,1.6,21,2025-03-30 21:00,,0.1,6.2,2,1,121.578611,25.05,15
古亭,臺北市,39,,良好,0.9,0.21,42,42,4,5,8,9.9,0.9,1.5,58,2025-03-30 21:00,,0.2,2.9,3,0,121.529556,25.020608,14
萬華,臺北市,35,,良好,0.7,0.24,39,38,3,0,12,13.1,0.9,2.7,95,2025-03-30 21:00,,0.2,3.3,6,0,121.507972,25.046503,13
中山,臺北市,31,,良好,0.8,0.29,38,34,4,5,12,14.2,1.2,2.1,69,2025-03-30 21:00,,0.3,3.8,5,0,121.526528,25.062361,12
士林,臺北市,43,,良好,0.7,0.19,46,46,2,3,4,5.6,0.8,1.7,160,2025-03-30 21:00,,0.1,1.6,2,0,121.51666356,25.10334003,11
淡水,新北市,44,,良好,0.6,0.17,47,47,6,4,2,2.5,0.5,3,20,2025-03-30 21:00,,0.1,3.7,8,0,121.449239,25.1645,10
林口,新北市,43,,良好,0.6,0.18,47,46,0,7,3,4,0.8,2.5,56,2025-03-30 21:00,,0.1,3.8,1,0,121.36548982,25.07798949,9
菜寮,新北市,39,,良好,0.6,0.25,41,42,4,5,11,11.9,0.8,2.3,100,2025-03-30 21:00,,0.2,5.5,5,0,121.481028,25.06895,8
新莊,新北市,37,,良好,0.2,0.23,38,40,1,4,10,11.1,1,2.5,78,2025-03-30 21:00,,0.2,4.1,1,0,121.4325,25.037972,7
板橋,新北市,36,,良好,0.7,0.27,40,39,3,0,11,12.9,1.2,3.2,107,2025-03-30 21:00,,0.2,1.5,2,0,121.458667,25.012972,6
土城,新北市,40,,良好,0.5,0.26,43,43,6,3,10,10.7,0.7,1,321,2025-03-30 21:00,,0.2,4.7,7,0,121.451861,24.982528,5
新店,新北市,39,,良好,0.5,0.23,41,42,2,5,9,9.8,0.4,0.9,70,2025-03-30 21:00,,0.2,2.9,3,0,121.537778,24.977222,4
萬里,新北市,50,,良好,0.9,0.17,51,51,27,3,1,2,0.4,9.1,35,2025-03-30 21:00,,0.1,4.2,30,0,121.689881,25.179667,3
汐止,新北市,42,,良好,0.9,0.17,46,45,3,4,4,5.7,1.1,1.3,26,2025-03-30 21:00,,0.1,3.7,4,1,121.64081,25.06624,2
基隆,基隆市,46,,良好,1.1,0.18,49,50,10,0,2,3.8,1.1,1.7,93,2025-03-30 21:00,,0.1,2.2,7,1,121.760056,25.129167,1
屏東(枋山),屏東縣,80,臭氧八小時,普通,0.2,0.15,51,64,13,1,1,1.8,0.2,2.2,29,2025-03-30 20:00,,0.1,9.5,28,0,120.651472,22.260899,313
臺南（南化）,臺南市,52,細懸浮微粒,普通,0.4,0.23,30,41,13,12,7,7.5,0.2,1.3,353,2025-03-30 20:00,,0.2,12.7,16,0,120.44583156,23.04562013,312
新北（樹林）,新北市,39,,良好,0.1,0.23,43,42,1,1,9,11.9,2,0.2,139,2025-03-30 20:00,,0.2,0.9,3,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,22,,良好,0.1,0.24,28,24,5,0,4,5.7,1.4,0.7,57,2025-03-30 20:00,,0.2,1,4,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,60,細懸浮微粒,普通,1.4,0.28,40,52,31,12,8,9.2,0.3,3.1,317,2025-03-30 20:00,,0.2,15.7,31,2,120.37722,22.35222,204
臺南（麻豆）,臺南市,37,,良好,0.6,0.2,35,40,10,6,7,8.2,1,3.6,1,2025-03-30 20:00,,0.2,8,18,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,46,,良好,1.7,0.27,29,39,20,12,11,12.2,0.5,1.6,314,2025-03-30 20:00,,0.2,11.5,25,1,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,41,,良好,0.7,0.17,43,44,11,2,2,3.2,0.2,0.5,53,2025-03-30 20:00,,0.1,3.4,10,0,121.82463916,24.85366672,201
員林,彰化縣,34,,良好,0.8,0.21,37,37,9,7,6,7.6,0.9,3.1,56,2025-03-30 20:00,,0.2,6.2,8,1,120.5631893,23.9615945,139
大城,彰化縣,42,,良好,1.1,0.15,44,45,15,6,4,6.1,1.8,3.4,47,2025-03-30 20:00,,0.1,6.5,12,1,120.26964167,23.85493056,85
富貴角,新北市,50,,良好,0.3,0.1,55,54,17,5,0,0.7,0,11.5,41,2025-03-30 20:00,,0.1,5.2,20,0,121.53656894,25.29681695,84
麥寮,雲林縣,38,,良好,1.9,0.27,40,41,12,3,5,6.7,1.2,6.4,4,2025-03-30 20:00,,0.3,6,12,1,120.251825,23.753506,83
關山,臺東縣,44,,良好,0.5,0.18,47,47,12,4,2,3.3,0.8,2.3,15,2025-03-30 20:00,,0.1,4,15,0,121.161933,23.045083,80
馬公,澎湖縣,47,,良好,1,0.17,50,51,15,6,1,2.5,0.7,9.1,32,2025-03-30 20:00,,0.1,7.3,15,0,119.566158,23.569031,78
金門,金門縣,36,,良好,0.9,0.27,39,39,7,4,6,7.1,0.6,3.2,42,2025-03-30 20:00,,0.2,4.6,9,0,118.312256,24.432133,77
馬祖,連江縣,42,,良好,0.6,0.18,45,45,15,6,4,4.4,0.3,2.8,341,2025-03-30 20:00,,0.1,7.5,16,0,119.952724,26.153736,75
埔里,南投縣,42,,良好,0.8,0.31,10,17,15,11,7,8.3,1.2,1.2,321,2025-03-30 20:00,,0.2,10.4,16,0,120.967903,23.968842,72
復興,高雄市,58,細懸浮微粒,普通,1.3,0.41,26,44,28,15,17,18.5,1.5,1.5,256,2025-03-30 20:00,,0.3,15.1,33,1,120.312017,22.608711,71
永和,新北市,38,,良好,0.8,0.24,42,41,2,5,7,8.2,0.8,1.8,92,2025-03-30 20:00,,0.2,5.7,3,0,121.516306,25.017,70
竹山,南投縣,35,,良好,1.3,0.26,28,27,17,8,10,11.3,0.9,1.8,12,2025-03-30 20:00,,0.2,8.8,16,1,120.677306,23.756389,69
中壢,桃園市,38,,良好,0.1,0.33,35,33,5,6,16,22.3,6.2,1.3,346,2025-03-30 20:00,,0.3,4.8,4,0,121.221667,24.953278,68
三重,新北市,57,二氧化氮,普通,1,0.7,18,20,8,7,31,59.9,28.3,-,-,2025-03-30 20:00,,0.7,5.8,9,0,121.493806,25.072611,67
冬山,宜蘭縣,43,,良好,0.3,0.17,45,46,2,3,3,3.7,0,0.2,283,2025-03-30 20:00,,0.1,2.5,1,0,121.792928,24.632203,66
宜蘭,宜蘭縣,40,,良好,0.5,0.2,42,43,4,4,5,5.7,0.6,0.9,320,2025-03-30 20:00,,0.1,3,3,0,121.746394,24.747917,65
陽明,臺北市,47,,良好,0.8,0.19,51,51,4,0,1,1.5,0.3,3,20,2025-03-30 20:00,,0.1,0,5,0,121.529583,25.182722,64
花蓮,花蓮縣,44,,良好,0.9,0.24,44,47,9,4,4,5.2,0.9,2.7,78,2025-03-30 20:00,,0.2,0.8,8,0,121.599769,23.971306,63
臺東,臺東縣,45,,良好,0.9,0.21,44,49,38,4,3,3.7,0,2,320,2025-03-30 20:00,,0.1,2.8,20,0,121.15045,22.755358,62
恆春,屏東縣,49,,良好,1,0.18,53,53,10,0,1,1.5,0.3,12.1,36,2025-03-30 20:00,,0.1,2.1,14,0,120.788928,21.958069,61
潮州,屏東縣,69,細懸浮微粒,普通,1.5,0.31,33,58,37,25,10,10.5,0.1,1.3,294,2025-03-30 20:00,,0.3,19.1,39,1,120.561175,22.523108,60
屏東,屏東縣,57,細懸浮微粒,普通,1.2,0.38,33,51,30,16,10,11.1,0.6,2,295,2025-03-30 20:00,,0.3,14.8,31,1,120.488033,22.673081,59
小港,高雄市,67,細懸浮微粒,普通,0.7,0.44,27,46,28,23,16,18.4,1.6,2.9,289,2025-03-30 20:00,,0.3,18.4,27,1,120.337736,22.565833,58
前鎮,高雄市,58,細懸浮微粒,普通,0.9,0.4,26,44,32,14,17,18.3,1.1,3.6,14,2025-03-30 20:00,,0.3,15.2,33,1,120.30833356,22.6044507,57
前金,高雄市,53,細懸浮微粒,普通,1.4,0.33,29,44,38,13,13,13.5,0.3,3.7,354,2025-03-30 20:00,,0.3,13.1,33,1,120.28676111,22.63390278,56
左營,高雄市,56,細懸浮微粒,普通,1.4,0.32,28,44,31,11,12,13.1,0.7,3.1,347,2025-03-30 20:00,,0.2,14.4,31,1,120.292917,22.674861,54
楠梓,高雄市,56,細懸浮微粒,普通,0.8,0.32,28,43,25,16,12,13,0.2,2.6,30,2025-03-30 20:00,,0.2,14.4,30,1,120.328289,22.733667,53
林園,高雄市,65,細懸浮微粒,普通,3.2,0.55,21,46,52,27,21,22.2,0.4,2.3,304,2025-03-30 20:00,,0.3,17.7,41,2,120.41175,22.4795,52
大寮,高雄市,65,細懸浮微粒,普通,1,0.37,25,50,33,15,14,15.8,0.9,2,345,2025-03-30 20:00,,0.3,17.7,33,2,120.425311,22.56413611,51
鳳山,高雄市,60,細懸浮微粒,普通,1.6,0.47,25,44,27,19,16,19,2.1,1.4,288,2025-03-30 20:00,,0.4,15.9,30,1,120.357422,22.628126,50
仁武,高雄市,56,細懸浮微粒,普通,1.2,0.35,28,46,28,11,13,14.2,0.4,3.1,335,2025-03-30 20:00,,0.3,14.2,29,1,120.332631,22.689056,49
橋頭,高雄市,58,細懸浮微粒,普通,1.3,0.32,28,43,29,15,12,13.8,1,3.1,354,2025-03-30 20:00,,0.2,15,30,1,120.305689,22.757506,48
美濃,高雄市,57,細懸浮微粒,普通,1,0.28,33,45,24,12,7,7.9,0.3,1.7,289,2025-03-30 20:00,,0.2,14.6,26,1,120.530542,22.883583,47
臺南,臺南市,41,,良好,1,0.23,35,42,15,11,9,10.8,1,3.7,0,2025-03-30 20:00,,0.2,10.2,19,1,120.21947897,22.98928311,46
安南,臺南市,47,,良好,0.7,0.23,36,42,13,6,7,8.4,0.9,3.8,329,2025-03-30 20:00,,0.2,7.9,28,0,120.2175,23.048197,45
善化,臺南市,43,,良好,1,0.28,34,39,17,10,7,9.4,1.5,5,7,2025-03-30 20:00,,0.2,10.7,16,1,120.29740529,23.11337642,44
新營,臺南市,36,,良好,1,0.21,36,39,11,6,7,8,0.7,3.7,13,2025-03-30 20:00,,0.2,7.8,15,0,120.31725,23.305633,43
嘉義,嘉義市,39,,良好,1.3,0.27,31,35,12,10,8,9,0.1,3.3,358,2025-03-30 20:00,,0.2,9.7,12,1,120.44125148,23.46477865,42
臺西,雲林縣,41,,良好,1.7,0.18,43,44,16,4,4,4.5,0.5,9.3,27,2025-03-30 20:00,,0.2,5,17,1,120.19933333,23.702175,41
朴子,嘉義縣,40,,良好,0.6,0.13,37,43,14,3,6,6.3,0,1.9,353,2025-03-30 20:00,,0.1,4.2,16,0,120.2478,23.46538,40
新港,嘉義縣,38,,良好,1.5,0.17,38,41,13,3,5,6.2,0.4,4,16,2025-03-30 20:00,,0.2,6.4,15,1,120.345531,23.554839,39
崙背,雲林縣,38,,良好,0.8,0.19,39,41,11,12,5,5.7,0.5,3.2,18,2025-03-30 20:00,,0.2,7.4,14,0,120.348742,23.757547,38
斗六,雲林縣,41,,良好,0.7,0.21,33,34,8,7,5,6.7,0.9,2.4,353,2025-03-30 20:00,,0.2,10.2,12,0,120.544994,23.711853,37
南投,南投縣,32,,良好,1.5,0.24,31,31,11,7,10,10.6,0.6,1.4,338,2025-03-30 20:00,,0.2,7.9,11,1,120.685306,23.913,36
二林,彰化縣,41,,良好,2,0.19,43,44,20,3,4,4.4,0.2,6,28,2025-03-30 20:00,,0.2,4.7,18,1,120.409653,23.925175,35
線西,彰化縣,42,,良好,1.5,0.18,43,45,6,2,7,8.1,0.4,8.5,41,2025-03-30 20:00,,0.1,2.4,7,1,120.469061,24.131672,34
彰化,彰化縣,31,,良好,0.8,0.22,35,34,7,5,7,8.3,0.8,3,26,2025-03-30 20:00,,0.2,4.2,5,0,120.541519,24.066,33
西屯,臺中市,37,,良好,1,0.2,41,40,6,6,5,6.2,1.1,3.8,17,2025-03-30 20:00,,0.2,5,6,0,120.616917,24.162197,32
忠明,臺中市,31,,良好,1.1,0.25,33,33,11,6,8,9.7,1.2,2.6,24,2025-03-30 20:00,,0.2,5,8,1,120.641092,24.151958,31
大里,臺中市,29,,良好,1,0.24,32,31,5,7,10,10.8,0,2.9,1,2025-03-30 20:00,,0.2,6,4,1,120.67844444,24.09961111,30
沙鹿,臺中市,39,,良好,0,0.2,42,42,14,7,5,6.2,0.3,4.8,61,2025-03-30 20:00,,0.2,5.7,9,0,120.568794,24.225628,29
豐原,臺中市,33,,良好,0.3,0.21,37,36,2,2,3,4.3,0.6,2.5,19,2025-03-30 20:00,,0.2,2.8,3,0,120.74252414,24.25699731,28
三義,苗栗縣,37,,良好,0.9,0.2,40,40,1,0,4,4.5,0.2,7,15,2025-03-30 20:00,,0.2,2,1,0,120.75956754,24.38248443,27
苗栗,苗栗縣,39,,良好,2,0.18,43,42,4,4,5,6.1,0.9,4.5,19,2025-03-30 20:00,,0.1,3.5,5,1,120.82011468,24.56499183,26
頭份,苗栗縣,42,,良好,1.6,0.2,46,45,3,4,5,6.3,1,0.3,42,2025-03-30 20:00,,0.2,3.9,5,1,120.89869286,24.69690679,25
新竹,新竹市,42,,良好,1.9,0.21,47,45,5,3,5,5.8,0.5,3.9,50,2025-03-30 20:00,,0.2,5.3,4,1,120.97236752,24.8056356,24
竹東,新竹縣,42,,良好,0.4,0.16,47,45,3,3,3,4.2,0.4,6.4,36,2025-03-30 20:00,,0.1,0.6,2,0,121.08895493,24.74091408,23
